Reaction_No,Reactant_1_Name,Reactant_2_Name,Catalyst_1_Short_Hand,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,,
3577,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,KOH,THF,19.68,,
3578,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,KOH,THF,21.26,,
3579,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,KOH,THF,42.44,,
3580,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,KOH,THF,30.95,,
3581,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,KOH,THF,27.31,,
3582,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,KOH,THF,34.82,,
3583,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,KOH,THF,56.37,,
3584,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,KOH,THF,27.03,,
3585,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,KOH,THF,31.18,,
3586,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,KOH,THF,23.40,,
3587,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,KOH,THF,35.49,,
3588,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,KOH,THF,17.31,,
3589,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,LiOtBu,THF,20.41,,
3590,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,LiOtBu,THF,22.12,,
3591,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,LiOtBu,THF,34.49,,
3592,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,LiOtBu,THF,36.44,,
3593,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,LiOtBu,THF,32.77,,
3594,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,LiOtBu,THF,35.01,,
3595,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,LiOtBu,THF,41.14,,
3596,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,LiOtBu,THF,23.89,,
3597,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,LiOtBu,THF,32.22,,
3598,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,LiOtBu,THF,23.11,,
3599,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,LiOtBu,THF,25.78,,
3600,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,LiOtBu,THF,16.57,,
3601,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaHCO3,THF,24.81,,
3602,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaHCO3,THF,26.44,,
3603,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaHCO3,THF,42.52,,
3604,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaHCO3,THF,27.31,,
3605,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaHCO3,THF,23.96,,
3606,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaHCO3,THF,37.34,,
3607,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaHCO3,THF,49.39,,
3608,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaHCO3,THF,22.85,,
3609,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaHCO3,THF,29.91,,
3610,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaHCO3,THF,24.26,,
3611,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaHCO3,THF,31.15,,
3612,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaHCO3,THF,16.49,,
3613,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,Et3N,THF,22.52,,
3614,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,Et3N,THF,26.61,,
3615,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,Et3N,THF,47.17,,
3616,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,Et3N,THF,41.97,,
3617,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,Et3N,THF,30.56,,
3618,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,Et3N,THF,37.91,,
3619,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,Et3N,THF,60.30,,
3620,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,Et3N,THF,30.31,,
3621,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,Et3N,THF,35.31,,
3622,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,Et3N,THF,29.03,,
3623,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,Et3N,THF,34.84,,
3624,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,Et3N,THF,20.98,,
3625,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,CsF,THF,22.82,,
3626,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,CsF,THF,29.10,,
3627,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,CsF,THF,53.77,,
3628,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,CsF,THF,42.75,,
3629,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,CsF,THF,38.71,,
3630,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,CsF,THF,35.42,,
3631,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,CsF,THF,60.07,,
3632,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,CsF,THF,32.04,,
3633,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,CsF,THF,41.06,,
3634,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,CsF,THF,28.83,,
3635,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,CsF,THF,39.87,,
3636,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,CsF,THF,23.33,,
3637,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,K3PO4,THF,21.24,,
3638,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,K3PO4,THF,23.75,,
3639,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,K3PO4,THF,55.89,,
3640,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,K3PO4,THF,44.98,,
3641,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,K3PO4,THF,43.32,,
3642,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,K3PO4,THF,40.65,,
3643,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,K3PO4,THF,58.20,,
3644,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,K3PO4,THF,30.76,,
3645,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,K3PO4,THF,37.84,,
3646,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,K3PO4,THF,31.51,,
3647,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,K3PO4,THF,38.71,,
3648,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,K3PO4,THF,22.20,,
3649,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,None,DMF,14.91,,
3650,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,None,DMF,13.05,,
3651,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,None,DMF,15.86,,
3652,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,None,DMF,21.99,,
3653,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,None,DMF,17.53,,
3654,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,None,DMF,14.79,,
3655,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,None,DMF,13.97,,
3656,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,None,DMF,14.89,,
3657,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,None,DMF,23.06,,
3658,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,None,DMF,22.39,,
3659,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,None,DMF,23.38,,
3660,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,None,DMF,14.56,,
3661,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaOH,DMF,23.67,,
3662,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaOH,DMF,16.21,,
3663,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaOH,DMF,20.23,,
3664,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaOH,DMF,19.90,,
3665,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaOH,DMF,16.86,,
3666,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaOH,DMF,19.22,,
3667,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaOH,DMF,18.83,,
3668,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaOH,DMF,18.66,,
3669,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaOH,DMF,27.32,,
3670,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaOH,DMF,19.78,,
3671,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaOH,DMF,29.42,,
3672,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaOH,DMF,17.91,,
3673,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,KOH,DMF,15.31,,
3674,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,KOH,DMF,19.09,,
3675,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,KOH,DMF,16.59,,
3676,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,KOH,DMF,13.82,,
3677,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,KOH,DMF,16.67,,
3678,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,KOH,DMF,20.61,,
3679,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,KOH,DMF,15.85,,
3680,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,KOH,DMF,14.70,,
3681,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,KOH,DMF,22.40,,
3682,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,KOH,DMF,16.51,,
3683,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,KOH,DMF,19.72,,
3684,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,KOH,DMF,17.54,,
3685,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,LiOtBu,DMF,14.57,,
3686,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,LiOtBu,DMF,18.87,,
3687,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,LiOtBu,DMF,15.17,,
3688,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,LiOtBu,DMF,12.52,,
3689,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,LiOtBu,DMF,14.04,,
3690,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,LiOtBu,DMF,14.41,,
3691,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,LiOtBu,DMF,14.16,,
3692,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,LiOtBu,DMF,8.89,,
3693,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,LiOtBu,DMF,15.64,,
3694,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,LiOtBu,DMF,5.87,,
3695,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,LiOtBu,DMF,18.03,,
3696,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,LiOtBu,DMF,11.82,,
3697,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaHCO3,DMF,15.25,,
3698,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaHCO3,DMF,14.85,,
3699,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaHCO3,DMF,15.24,,
3700,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaHCO3,DMF,13.75,,
3701,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaHCO3,DMF,13.50,,
3702,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaHCO3,DMF,15.93,,
3703,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaHCO3,DMF,14.94,,
3704,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaHCO3,DMF,13.89,,
3705,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaHCO3,DMF,15.49,,
3706,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaHCO3,DMF,15.15,,
3707,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaHCO3,DMF,19.36,,
3708,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaHCO3,DMF,14.81,,
3709,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,Et3N,DMF,17.83,,
3710,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,Et3N,DMF,15.33,,
3711,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,Et3N,DMF,15.57,,
3712,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,Et3N,DMF,14.34,,
3713,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,Et3N,DMF,16.56,,
3714,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,Et3N,DMF,14.67,,
3715,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,Et3N,DMF,13.10,,
3716,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,Et3N,DMF,14.39,,
3717,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,Et3N,DMF,16.30,,
3718,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,Et3N,DMF,15.63,,
3719,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,Et3N,DMF,17.46,,
3720,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,Et3N,DMF,15.43,,
3721,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,CsF,DMF,14.36,,
3722,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,CsF,DMF,13.46,,
3723,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,CsF,DMF,15.10,,
3724,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,CsF,DMF,13.14,,
3725,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,CsF,DMF,14.73,,
3726,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,CsF,DMF,14.45,,
3727,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,CsF,DMF,19.58,,
3728,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,CsF,DMF,13.61,,
3729,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,CsF,DMF,27.95,,
3730,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,CsF,DMF,15.96,,
3731,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,CsF,DMF,19.51,,
3732,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,CsF,DMF,16.33,,
3733,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,K3PO4,DMF,14.10,,
3734,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,K3PO4,DMF,31.57,,
3735,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,K3PO4,DMF,19.08,,
3736,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,K3PO4,DMF,26.77,,
3737,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,K3PO4,DMF,13.69,,
3738,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,K3PO4,DMF,14.13,,
3739,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,K3PO4,DMF,14.55,,
3740,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,K3PO4,DMF,31.35,,
3741,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,K3PO4,DMF,34.37,,
3742,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,K3PO4,DMF,15.82,,
3743,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,K3PO4,DMF,39.42,,
3744,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,K3PO4,DMF,14.27,,
3745,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,None,MeOH,28.50,,
3746,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,None,MeOH,16.44,,
3747,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,None,MeOH,56.56,,
3748,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,None,MeOH,45.17,,
3749,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,None,MeOH,21.88,,
3750,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,None,MeOH,56.29,,
3751,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,None,MeOH,43.94,,
3752,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,None,MeOH,29.67,,
3753,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,None,MeOH,27.26,,
3754,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,None,MeOH,30.14,,
3755,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,None,MeOH,37.18,,
3756,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,None,MeOH,19.56,,
3757,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaOH,MeOH,54.68,,
3758,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaOH,MeOH,48.30,,
3759,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaOH,MeOH,75.18,,
3760,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaOH,MeOH,63.04,,
3761,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaOH,MeOH,75.06,,
3762,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaOH,MeOH,72.15,,
3763,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaOH,MeOH,70.31,,
3764,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaOH,MeOH,62.57,,
3765,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaOH,MeOH,53.28,,
3766,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaOH,MeOH,61.95,,
3767,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaOH,MeOH,70.00,,
3768,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaOH,MeOH,48.05,,
3769,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,KOH,MeOH,55.55,,
3770,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,KOH,MeOH,42.64,,
3771,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,KOH,MeOH,69.39,,
3772,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,KOH,MeOH,60.07,,
3773,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,KOH,MeOH,68.64,,
3774,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,KOH,MeOH,69.92,,
3775,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,KOH,MeOH,64.04,,
3776,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,KOH,MeOH,51.08,,
3777,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,KOH,MeOH,57.35,,
3778,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,KOH,MeOH,57.92,,
3779,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,KOH,MeOH,63.88,,
3780,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,KOH,MeOH,49.94,,
3781,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,LiOtBu,MeOH,62.33,,
3782,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,LiOtBu,MeOH,44.23,,
3783,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,LiOtBu,MeOH,78.31,,
3784,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,LiOtBu,MeOH,61.48,,
3785,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,LiOtBu,MeOH,73.72,,
3786,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,LiOtBu,MeOH,73.24,,
3787,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,LiOtBu,MeOH,63.42,,
3788,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,LiOtBu,MeOH,69.82,,
3789,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,LiOtBu,MeOH,54.22,,
3790,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,LiOtBu,MeOH,64.55,,
3791,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,LiOtBu,MeOH,76.73,,
3792,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,LiOtBu,MeOH,62.38,,
3793,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,NaHCO3,MeOH,65.84,,
3794,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,NaHCO3,MeOH,53.09,,
3795,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,NaHCO3,MeOH,81.48,,
3796,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,NaHCO3,MeOH,70.14,,
3797,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,NaHCO3,MeOH,69.95,,
3798,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,NaHCO3,MeOH,80.65,,
3799,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,NaHCO3,MeOH,82.23,,
3800,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,NaHCO3,MeOH,66.40,,
3801,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,NaHCO3,MeOH,57.51,,
3802,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,XPhos,NaHCO3,MeOH,61.03,,
3803,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dppf,NaHCO3,MeOH,76.00,,
3804,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,Xantphos,NaHCO3,MeOH,51.91,,
3805,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,None,Et3N,MeOH,55.52,,
3806,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(tBu)3,Et3N,MeOH,46.61,,
3807,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Ph)3 ,Et3N,MeOH,80.09,,
3808,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,AmPhos,Et3N,MeOH,74.74,,
3809,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(Cy)3,Et3N,MeOH,73.91,,
3810,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,P(o-Tol)3,Et3N,MeOH,79.40,,
3811,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,CataCXium A,Et3N,MeOH,81.25,,
3812,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,SPhos,Et3N,MeOH,58.75,,
3813,6-Iodoquinoline,"2c, Trifluoroborate",Pd(OAc)2,dtbpf,Et3N,MeOH,50.93,,
